,Bib,M/F,"X1, Age","X2, 5K Pace","X3, Half Pace","Y, Official Time","X4, Gender","X5, Wave: Elite","X6, Wave: One","X7, Wave: Two","X8, Wave: Three",Index
24906,28751,M,40,6.614,6.91172,317.22,0,0,0,0,0,12447
8162,27846,F,27,5.426,4.92002,214.28,1,0,0,0,0,4005
24117,29861,M,55,6.314,6.7259199999999995,302.6,0,0,0,0,0,12053
24474,24691,F,58,5.89,6.238659999999999,308.83,1,0,0,0,0,12244
25789,27990,M,37,7.03,7.3312,339.45,0,0,0,0,0,12882
20639,25924,M,31,5.38,5.3646199999999995,267.42,0,0,0,0,0,10304
26192,30321,M,41,6.776,7.79097,355.12,0,0,0,0,0,13087
25342,28006,M,46,6.553999999999999,6.8216600000000005,326.5,0,0,0,0,0,12663
17979,24485,F,61,5.46,5.78268,251.57,1,0,0,0,0,8966
25063,30674,M,50,5.864,6.447690000000001,320.15,0,0,0,0,0,12529
23678,29670,M,52,6.114,6.11684,296.77,0,0,0,0,0,11851
24260,24849,F,61,5.66,6.5221,305.23,1,0,0,0,0,12128
16265,27477,M,30,5.736000000000001,5.514869999999999,243.08,0,0,0,0,0,8087
17281,30766,M,52,6.1739999999999995,5.9168199999999995,247.97,0,0,0,0,0,8627
22626,26265,M,34,5.43,5.75329,284.72,0,0,0,0,0,11338
24931,30366,M,31,7.126,7.0316399999999994,317.65,0,0,0,0,0,12460
25125,30482,M,46,6.126,6.29933,321.68,0,0,0,0,0,12554
19315,24412,F,58,5.824,5.86894,258.73,1,0,0,0,0,9639
21140,31157,F,43,6.236000000000001,6.36331,270.93,1,0,0,0,0,10572
17789,24279,F,65,5.93,5.7983199999999995,250.62,1,0,0,0,0,8871
25143,27686,F,39,6.824,6.7828,322.05,1,0,0,0,0,12564
23186,24978,F,55,5.77,6.50409,290.63,1,0,0,0,0,11617
25549,29948,M,53,6.784,7.05392,331.83,0,0,0,0,0,12765
23192,26471,M,54,6.74,6.609789999999999,290.68,0,0,0,0,0,11620
9882,29335,M,31,5.19,4.8584,220.43,0,0,0,0,0,4861
23453,27091,F,52,5.516,6.16329,293.97,1,0,0,0,0,11749
23781,26990,F,34,5.974,6.31118,297.93,1,0,0,0,0,11898
22596,24501,M,65,6.044,6.29127,284.5,0,0,0,0,0,11321
21542,30323,M,57,5.614,5.77936,274.43,0,0,0,0,0,10792
22074,26388,M,26,5.97,5.91919,278.9,0,0,0,0,0,11057
18328,29459,F,36,5.846,5.82297,253.43,1,0,0,0,0,9140
19817,30008,M,54,5.936,5.75566,261.87,0,0,0,0,0,9902
25689,26051,M,38,7.154,7.33405,335.8,0,0,0,0,0,12823
16071,28135,M,34,5.46,5.27219,242.1,0,0,0,0,0,7978
25528,31389,F,40,6.9,7.29945,331.28,1,0,0,0,0,12753
24502,27833,M,62,6.484,6.92168,309.45,0,0,0,0,0,12260
17957,30791,M,38,5.406000000000001,5.42718,251.42,0,0,0,0,0,8951
26383,25182,M,30,7.176,7.59237,373.43,0,0,0,0,0,13181
24512,24171,M,65,5.626,6.16424,309.6,0,0,0,0,0,12264
22725,26403,M,26,6.394,6.43915,285.65,0,0,0,0,0,11392
21230,30437,F,47,5.716,5.95331,271.62,1,0,0,0,0,10629
25138,26138,M,29,5.46,6.200740000000001,321.9,0,0,0,0,0,12562
21991,24011,F,56,5.513999999999999,5.9215599999999995,278.22,1,0,0,0,0,11010
25343,31226,F,55,6.216,7.243989999999999,326.52,1,0,0,0,0,12664
24678,25069,F,66,6.093999999999999,6.796069999999999,312.68,1,0,0,0,0,12340
25622,29742,F,49,6.506,7.10037,334.05,1,0,0,0,0,12798
24125,26355,M,24,5.72,6.17846,302.75,0,0,0,0,0,12058
14141,30040,M,45,5.406000000000001,5.1157699999999995,234.8,0,0,0,0,0,7041
13711,29664,M,64,5.666,5.24233,233.37,0,0,0,0,0,6826
17944,24427,F,57,5.52,5.53241,251.35,1,0,0,0,0,8945
20656,29843,M,31,5.794,5.86183,267.48,0,0,0,0,0,10315
19873,29162,F,23,5.644,5.7021,262.17,1,0,0,0,0,9927
15796,26160,M,31,6.316,5.81917,240.73,0,0,0,0,0,7838
22537,26568,F,27,6.926,6.77948,283.93,1,0,0,0,0,11296
21529,24099,F,60,5.65,5.8552,274.32,1,0,0,0,0,10785
24379,27189,M,47,5.78,6.322080000000001,306.95,0,0,0,0,0,12195
19835,29077,M,22,5.294,5.12478,262.0,0,0,0,0,0,9907
25456,30792,M,50,6.526,6.6391800000000005,329.32,0,0,0,0,0,12716
20161,28068,M,31,5.59,5.4779,264.02,0,0,0,0,0,10065
18148,31355,M,50,5.606,5.39021,252.35,0,0,0,0,0,9053
24097,30550,M,38,6.5,6.64629,302.28,0,0,0,0,0,12042
24724,26669,F,36,6.21,6.560969999999999,313.23,1,0,0,0,0,12362
24660,25933,F,33,6.556,6.86906,312.13,1,0,0,0,0,12332
24641,30285,M,37,6.504,6.695110000000001,311.82,0,0,0,0,0,12326
18335,31156,F,25,5.75,5.83245,253.5,1,0,0,0,0,9144
20188,29079,F,22,6.4,6.05285,264.22,1,0,0,0,0,10079
25214,26635,M,28,6.2,6.89418,323.8,0,0,0,0,0,12597
20164,28791,M,30,5.78,5.65707,264.02,0,0,0,0,0,10064
25989,31356,M,42,7.053999999999999,7.62745,347.73,0,0,0,0,0,12985
23526,24923,F,60,6.59,6.858630000000001,294.82,1,0,0,0,0,11785
19705,24138,F,51,5.263999999999999,5.51582,261.12,1,0,0,0,0,9848
23570,26067,F,50,6.754,6.75293,295.42,1,0,0,0,0,11803
20348,26587,F,59,5.876,5.876530000000001,265.32,1,0,0,0,0,10157
22821,30284,M,43,6.3839999999999995,6.44152,286.55,0,0,0,0,0,11442
22402,26809,M,33,6.05,6.02773,282.48,0,0,0,0,0,11226
23766,24242,M,65,6.026,6.633489999999999,297.73,0,0,0,0,0,11892
19212,29626,M,25,6.23,5.9073400000000005,258.15,0,0,0,0,0,9585
20595,31323,F,27,6.0760000000000005,5.87511,267.1,1,0,0,0,0,10280
25656,25555,F,28,7.046,7.713239999999999,334.88,1,0,0,0,0,12811
24303,26351,M,60,6.654,6.67236,305.83,0,0,0,0,0,12148
21295,30409,M,37,5.646,5.4831199999999995,272.2,0,0,0,0,0,10658
24826,31269,M,55,6.48,6.647710000000001,315.43,0,0,0,0,0,12409
18835,27201,M,28,6.48,5.9684800000000005,256.25,0,0,0,0,0,9401
24998,29009,F,37,7.434,7.468660000000001,318.98,1,0,0,0,0,12496
15836,30018,F,37,5.58,5.44046,240.93,1,0,0,0,0,7862
13226,29609,M,36,5.436,5.47221,231.73,0,0,0,0,0,6587
25682,30184,F,27,6.706,7.07572,335.65,1,0,0,0,0,12820
25253,26605,F,27,7.1739999999999995,7.49378,324.73,1,0,0,0,0,12613
17885,24127,F,59,5.364,5.56559,251.07,1,0,0,0,0,8924
16961,27896,M,37,5.814,5.51013,246.3,0,0,0,0,0,8462
14831,26315,M,26,6.086,5.71537,237.22,0,0,0,0,0,7364
16755,31381,F,25,5.77,5.41297,245.33,1,0,0,0,0,8350
22430,24421,M,68,5.51,6.08935,282.78,0,0,0,0,0,11240
17560,24600,F,55,5.843999999999999,5.92582,249.47,1,0,0,0,0,8764
23021,24077,F,55,5.62,6.21875,288.83,1,0,0,0,0,11541
25407,25091,F,65,5.926,6.54343,328.03,1,0,0,0,0,12693
25977,30442,F,46,6.8839999999999995,7.72035,347.0,1,0,0,0,0,12978
23214,24823,F,60,6.246,6.13675,290.98,1,0,0,0,0,11634
21436,30878,F,45,5.446000000000001,5.952369999999999,273.53,1,0,0,0,0,10737
25611,25227,M,39,6.11,6.40123,333.83,0,0,0,0,0,12794
26331,26824,M,66,7.066,8.05546,363.42,0,0,0,0,0,13160
26012,27150,F,51,8.033999999999999,7.9763,348.55,1,0,0,0,0,12998
25229,26732,F,66,6.516,6.5372699999999995,324.2,1,0,0,0,0,12603
24831,29839,M,43,6.586,6.8979800000000004,315.63,0,0,0,0,0,12412
26179,25219,M,41,5.77,7.01505,354.73,0,0,0,0,0,13082
23937,25802,F,39,6.336,6.69653,300.05,1,0,0,0,0,11981
25165,24883,M,72,6.066,6.848210000000001,322.77,0,0,0,0,0,12577
24309,28432,F,30,6.606,6.719760000000001,305.93,1,0,0,0,0,12151
22134,29110,M,28,4.736000000000001,5.0115,279.6,0,0,0,0,0,11087
24685,28181,M,36,6.513999999999999,7.08378,312.77,0,0,0,0,0,12344
21393,28311,M,33,6.39,5.995019999999999,273.12,0,0,0,0,0,10713
21966,24163,F,55,5.5760000000000005,5.6603900000000005,277.98,1,0,0,0,0,10995
20552,24283,F,55,5.284,5.48075,266.78,1,0,0,0,0,10259
23217,24569,M,70,6.513999999999999,6.74488,291.0,0,0,0,0,0,11636
24197,24010,F,62,6.45,6.8823300000000005,304.07,1,0,0,0,0,12097
22273,25383,F,34,6.034,6.37516,280.93,1,0,0,0,0,11162
18680,29912,M,55,5.29,5.303,255.37,0,0,0,0,0,9322
16897,24041,M,67,5.716,5.62531,246.02,0,0,0,0,0,8424
23786,25143,F,72,6.194,6.64629,297.97,1,0,0,0,0,11900
25829,27274,F,24,6.506,7.4534899999999995,340.77,1,0,0,0,0,12904
20900,27927,M,44,5.636,5.7983199999999995,269.22,0,0,0,0,0,10439
23920,25296,M,50,5.97,6.61595,299.85,0,0,0,0,0,11971
20088,28816,F,26,6.49,5.91397,263.55,1,0,0,0,0,10027
25525,27451,F,27,6.876,7.10985,331.22,1,0,0,0,0,12750
19263,26384,F,40,5.864,5.68693,258.42,1,0,0,0,0,9610
17481,31063,M,50,5.83,5.58502,249.08,0,0,0,0,0,8732
25858,26579,F,24,7.194,7.55398,341.78,1,0,0,0,0,12915
19796,26593,F,32,6.0,5.99976,261.75,1,0,0,0,0,9892
21437,29244,M,37,5.644,5.5362,273.57,0,0,0,0,0,10739
18117,26600,F,23,6.053999999999999,5.83624,252.22,1,0,0,0,0,9036
26222,29506,F,24,6.89,8.0839,357.02,1,0,0,0,0,13105
23458,31385,M,33,5.974,6.23297,294.0,0,0,0,0,0,11750
24933,30657,F,26,6.59,6.57045,317.68,1,0,0,0,0,12461
23498,31174,M,61,6.136,6.60363,294.35,0,0,0,0,0,11770
21072,24704,F,61,5.606,5.810169999999999,270.35,1,0,0,0,0,10532
25107,27061,M,62,5.843999999999999,6.32303,321.18,0,0,0,0,0,12546
22243,27953,M,50,5.886,6.04479,280.67,0,0,0,0,0,11148
25920,29547,M,46,7.16,7.8075600000000005,344.57,0,0,0,0,0,12947
20674,28777,F,39,5.864,6.16566,267.58,1,0,0,0,0,10321
24448,30086,F,29,6.09,6.78043,308.3,1,0,0,0,0,12231
22156,30016,M,33,5.806,5.78884,279.83,0,0,0,0,0,11097
22972,29139,M,38,6.404,6.4856,288.25,0,0,0,0,0,11518
25981,28564,F,40,7.364,7.916580000000001,347.28,1,0,0,0,0,12982
22480,24231,F,58,6.34,6.598889999999999,283.25,1,0,0,0,0,11265
20873,26837,F,27,5.8660000000000005,5.94763,268.95,1,0,0,0,0,10425
24492,25076,F,66,6.486000000000001,6.82925,309.18,1,0,0,0,0,12254
25699,29620,F,39,6.43,7.46202,336.22,1,0,0,0,0,12829
23169,25289,M,44,6.074,6.7164399999999995,290.42,0,0,0,0,0,11607
25437,27750,F,61,6.4639999999999995,7.18474,329.0,1,0,0,0,0,12704
24039,31202,M,34,5.62,6.69274,301.63,0,0,0,0,0,12026
24129,27713,F,48,6.004,6.679939999999999,302.8,1,0,0,0,0,12061
25595,26950,M,41,6.78,6.98993,333.13,0,0,0,0,0,12786
9749,25516,M,38,5.136,5.0503599999999995,219.97,0,0,0,0,0,4792
19454,27805,M,51,6.166,6.07892,259.58,0,0,0,0,0,9718
24972,28458,M,46,6.4239999999999995,6.24814,318.38,0,0,0,0,0,12481
22024,30236,F,34,6.3260000000000005,6.41308,278.52,1,0,0,0,0,11031
23128,25777,F,26,6.343999999999999,6.43584,289.93,1,0,0,0,0,11592
18196,30587,M,42,5.63,5.48549,252.55,0,0,0,0,0,9076
23270,27575,F,39,6.25,6.477069999999999,291.73,1,0,0,0,0,11660
16984,30468,M,48,5.97,5.73433,246.4,0,0,0,0,0,8469
17781,27717,M,42,5.093999999999999,5.01481,250.57,0,0,0,0,0,8863
20846,31164,F,32,6.056,6.07797,268.78,1,0,0,0,0,10416
25287,26441,M,53,6.454,6.69037,325.48,0,0,0,0,0,12630
10751,30140,M,54,5.01,4.95651,223.55,0,0,0,0,0,5305
25730,29177,F,39,6.64,6.9686,337.33,1,0,0,0,0,12846
18933,29297,M,33,5.914,5.60493,256.77,0,0,0,0,0,9455
25569,30884,M,64,6.896,7.04444,332.32,0,0,0,0,0,12773
22502,28190,M,52,6.446000000000001,6.436780000000001,283.52,0,0,0,0,0,11278
16344,28204,F,26,6.096,5.73623,243.45,1,0,0,0,0,8126
21269,28145,F,27,6.27,6.16756,271.9,1,0,0,0,0,10648
25330,29496,M,63,6.776,7.2615300000000005,326.33,0,0,0,0,0,12655
22453,27267,F,42,6.574,6.495080000000001,282.98,1,0,0,0,0,11252
25206,30328,M,62,7.23,7.32788,323.62,0,0,0,0,0,12593
24180,27184,F,26,7.1339999999999995,7.17621,303.72,1,0,0,0,0,12091
22513,24103,F,57,6.026,6.25904,283.62,1,0,0,0,0,11281
22404,29945,F,51,6.534,6.5372699999999995,282.52,1,0,0,0,0,11228
19767,24899,F,62,5.096,5.814430000000001,261.5,1,0,0,0,0,9875
20874,24641,F,55,6.246,6.2249099999999995,268.98,1,0,0,0,0,10428
25738,30536,M,73,6.6160000000000005,7.09705,337.75,0,0,0,0,0,12852
23856,31259,M,50,6.53,6.870480000000001,298.85,0,0,0,0,0,11937
25396,28628,M,41,6.404,6.99372,327.78,0,0,0,0,0,12686
19426,29899,M,53,5.54,5.59213,259.37,0,0,0,0,0,9706
24397,31112,M,51,5.966,6.47233,307.22,0,0,0,0,0,12207
22215,29041,F,42,6.376,6.45669,280.42,1,0,0,0,0,11134
12592,26148,M,48,4.936,4.9991699999999994,229.55,0,0,0,0,0,6251
24048,24762,F,64,6.716,6.86195,301.68,1,0,0,0,0,12029
8109,30615,M,41,5.4239999999999995,5.08449,214.05,0,0,0,0,0,3971
16749,30707,M,36,5.406000000000001,5.3432900000000005,245.32,0,0,0,0,0,8348
19231,27799,F,29,6.086,6.02441,258.25,1,0,0,0,0,9594
14263,25224,M,38,5.9239999999999995,5.41439,235.22,0,0,0,0,0,7104
25579,28997,F,47,7.2139999999999995,7.44022,332.57,1,0,0,0,0,12778
19470,24695,F,60,5.604,5.81254,259.67,1,0,0,0,0,9730
26275,26640,F,37,7.346,7.981039999999999,359.67,1,0,0,0,0,13131
22942,29617,F,36,5.93,6.11921,287.83,1,0,0,0,0,11505
15452,24004,F,50,5.666,5.561319999999999,239.33,1,0,0,0,0,7657
21099,24979,F,62,5.916,6.06091,270.57,1,0,0,0,0,10546
22022,25674,F,51,5.75,5.83482,278.5,1,0,0,0,0,11029
13189,27418,F,33,5.136,5.13189,231.6,1,0,0,0,0,6563
22771,29298,F,24,6.666,6.606,286.08,1,0,0,0,0,11411
14828,29837,F,36,5.6739999999999995,5.49449,237.22,1,0,0,0,0,7365
25006,27354,F,20,5.843999999999999,6.245769999999999,319.07,1,0,0,0,0,12503
23095,31136,F,40,6.144,6.57424,289.55,1,0,0,0,0,11581
21455,29736,M,32,6.6339999999999995,6.34056,273.75,0,0,0,0,0,10748
20869,24396,F,62,5.6,5.7860000000000005,268.95,1,0,0,0,0,10424
20824,24596,M,32,6.016,6.11447,268.65,0,0,0,0,0,10403
19898,24961,F,62,6.026,6.17277,262.3,1,0,0,0,0,9937
22934,26098,M,25,6.374,6.43536,287.77,0,0,0,0,0,11499
6339,29480,M,32,4.754,4.65079,207.3,0,0,0,0,0,3104
22628,27889,F,26,5.654,6.09172,284.73,1,0,0,0,0,11339
17862,24017,F,51,5.704,5.771780000000001,250.93,1,0,0,0,0,8910
24111,27200,F,35,5.91,6.33345,302.5,1,0,0,0,0,12050
16002,28391,M,32,5.454,5.35229,241.78,0,0,0,0,0,7938
18942,29367,F,43,5.36,5.57981,256.82,1,0,0,0,0,9459
18088,28320,F,25,6.15,5.936719999999999,252.08,1,0,0,0,0,9019
24884,28513,F,23,6.936,6.78043,316.72,1,0,0,0,0,12437
18434,28154,M,43,6.516,5.6419,253.95,0,0,0,0,0,9195
20845,28471,F,36,6.056,6.0775,268.77,1,0,0,0,0,10412
24740,27578,F,43,6.324,6.874280000000001,313.62,1,0,0,0,0,12373
23203,29216,F,35,6.254,6.53063,290.88,1,0,0,0,0,11626
10901,31339,F,25,5.306,5.16175,224.1,1,0,0,0,0,5379
25526,25639,F,59,6.9239999999999995,7.28286,331.22,1,0,0,0,0,12751
13371,31099,M,33,5.316,5.26271,232.22,0,0,0,0,0,6652
14968,27911,M,19,5.35,5.14516,237.7,0,0,0,0,0,7434
22691,29602,F,46,6.066,6.21401,285.38,1,0,0,0,0,11372
25946,30665,M,47,6.91,7.63029,345.48,0,0,0,0,0,12962
26220,29202,M,32,6.614,7.09468,356.9,0,0,0,0,0,13104
22439,28668,M,50,6.316,6.2339199999999995,282.87,0,0,0,0,0,11245
22689,26934,M,41,6.24,6.20785,285.33,0,0,0,0,0,11370
23833,30857,M,25,6.266,6.6391800000000005,298.57,0,0,0,0,0,11926
20589,31322,F,27,6.0760000000000005,5.87511,267.08,1,0,0,0,0,10278
19475,24833,F,60,5.494,5.75661,259.7,1,0,0,0,0,9732
20924,24467,M,67,5.746,5.89264,269.38,0,0,0,0,0,10451
21492,25358,M,32,5.4,5.76751,274.05,0,0,0,0,0,10767
25458,30358,F,34,7.61,7.41415,329.5,1,0,0,0,0,12717
25956,25363,M,29,6.513999999999999,7.739310000000001,345.73,0,0,0,0,0,12967
25625,29053,F,24,6.184,6.43915,334.13,1,0,0,0,0,12799
11366,26857,F,24,5.466,5.49023,225.53,1,0,0,0,0,5622
23160,27237,F,54,6.604,6.6349100000000005,290.33,1,0,0,0,0,11604
20425,24072,F,59,5.97,5.95,265.82,1,0,0,0,0,10195
19453,24235,F,59,5.67,5.83102,259.58,1,0,0,0,0,9721
19140,24410,M,73,5.49,5.699730000000001,257.83,0,0,0,0,0,9550
19617,30712,M,53,5.95,5.79784,260.62,0,0,0,0,0,9802
22346,26289,M,39,5.504,5.69736,281.72,0,0,0,0,0,11196
22014,30641,M,58,5.976,6.0064,278.43,0,0,0,0,0,11024
17584,25242,M,33,5.43,5.3357,249.58,0,0,0,0,0,8774
23110,24060,F,55,5.486000000000001,6.15855,289.68,1,0,0,0,0,11586
23865,28615,M,20,6.486000000000001,6.09551,299.02,0,0,0,0,0,11941
24179,24689,F,63,6.456,6.753410000000001,303.7,1,0,0,0,0,12090
18737,31143,M,46,5.814,5.70115,255.7,0,0,0,0,0,9353
25008,26419,F,32,6.976,7.13355,319.12,1,0,0,0,0,12504
26335,25629,M,78,6.8839999999999995,7.25299,363.72,0,0,0,0,0,13162
13692,28728,M,42,5.396,5.14658,233.32,0,0,0,0,0,6814
22274,25591,F,25,5.744,6.2543,280.97,1,0,0,0,0,11166
16723,24614,F,60,5.676,5.70352,245.22,1,0,0,0,0,8330
16950,26398,F,28,6.02,5.72248,246.27,1,0,0,0,0,8458
25097,27858,M,51,6.42,6.647710000000001,320.98,0,0,0,0,0,12538
21401,27616,F,23,6.3,6.312119999999999,273.2,1,0,0,0,0,10719
25334,30157,F,58,6.626,7.49947,326.37,1,0,0,0,0,12658
18427,25010,F,64,5.763999999999999,5.67129,253.92,1,0,0,0,0,9191
22977,30503,F,23,5.8260000000000005,6.20832,288.3,1,0,0,0,0,11520
12098,26194,M,26,5.106,5.08591,227.98,0,0,0,0,0,5998
26108,30983,M,48,7.16,8.83185,351.97,0,0,0,0,0,13041
22250,26940,M,34,6.064,6.18794,280.7,0,0,0,0,0,11151
16919,27395,M,36,5.386,5.06363,246.13,0,0,0,0,0,8441
14964,28940,M,46,5.654,5.61536,237.68,0,0,0,0,0,7429
19698,30724,M,51,5.694,5.77557,261.08,0,0,0,0,0,9842
23330,27783,M,57,6.034,6.185569999999999,292.52,0,0,0,0,0,11694
24395,29028,M,42,6.626,6.8264,307.2,0,0,0,0,0,12205
10446,27152,F,33,4.92,4.90343,222.52,1,0,0,0,0,5143
23867,28529,M,22,6.49,6.0964599999999995,299.03,0,0,0,0,0,11942
17124,25845,F,27,5.62,5.5471,247.18,1,0,0,0,0,8541
18939,30821,F,51,5.986000000000001,5.876530000000001,256.8,1,0,0,0,0,9458
22834,28546,M,23,5.9239999999999995,6.2220699999999995,286.77,0,0,0,0,0,11448
24256,29148,F,29,6.53,6.76715,305.07,1,0,0,0,0,12125
18414,28958,F,28,5.774,5.65802,253.85,1,0,0,0,0,9183
21178,30185,F,36,6.23,6.05901,271.25,1,0,0,0,0,10599
6411,30154,M,43,4.6160000000000005,4.5977,207.62,0,0,0,0,0,3136
25374,30542,M,60,6.644,7.107480000000001,327.2,0,0,0,0,0,12677
22261,24853,F,62,5.92,6.31686,280.78,1,0,0,0,0,11156
25209,30339,F,37,6.58,7.141610000000001,323.7,1,0,0,0,0,12594
14008,31085,M,43,5.636,5.58265,234.38,0,0,0,0,0,6980
26039,25496,F,24,7.316,8.118030000000001,349.2,1,0,0,0,0,13013
13040,30232,M,35,5.766,5.56796,231.05,0,0,0,0,0,6491
24093,28350,F,42,6.414,6.500769999999999,302.25,1,0,0,0,0,12041
24725,27943,F,26,6.34,6.918830000000001,313.25,1,0,0,0,0,12364
23114,24068,M,68,5.74,6.1704,289.75,0,0,0,0,0,11588
25826,31231,M,47,6.106,7.01505,340.68,0,0,0,0,0,12902
19768,24783,M,72,5.846,5.92108,261.52,0,0,0,0,0,9877
21018,24839,F,60,5.436,5.71727,270.0,1,0,0,0,0,10503
22007,24359,F,57,5.744,6.13248,278.38,1,0,0,0,0,11022
20513,30505,F,24,5.994,5.95568,266.52,1,0,0,0,0,10240
21857,24340,M,66,5.76,5.876530000000001,277.02,0,0,0,0,0,10944
23066,26053,F,32,6.4639999999999995,6.4984,289.25,1,0,0,0,0,11562
24936,27419,F,40,6.614,6.926419999999999,317.8,1,0,0,0,0,12464
23925,24948,F,62,5.83,6.5823,299.92,1,0,0,0,0,11975
18520,29181,F,39,5.806,5.73623,254.38,1,0,0,0,0,9241
16872,31139,F,32,5.794,5.62863,245.88,1,0,0,0,0,8411
23348,29560,F,21,6.986000000000001,7.079039999999999,292.73,1,0,0,0,0,11703
24242,25508,F,33,6.13,6.54675,304.87,1,0,0,0,0,12118
21566,27767,M,49,6.604,6.200740000000001,274.63,0,0,0,0,0,10801
20735,28262,M,35,5.79,5.52198,267.97,0,0,0,0,0,10357
24095,30742,M,46,6.374,6.39412,302.28,0,0,0,0,0,12043
24074,27191,F,25,5.756,6.65861,302.03,1,0,0,0,0,12038
22975,27315,F,26,6.18,6.35004,288.27,1,0,0,0,0,11519
25091,28715,M,35,6.303999999999999,6.83351,320.83,0,0,0,0,0,12536
22562,30559,M,54,6.3,6.43536,284.18,0,0,0,0,0,11306
19945,30059,M,24,6.234,5.98555,262.57,0,0,0,0,0,9956
23849,24371,F,59,5.67,6.4510000000000005,298.77,1,0,0,0,0,11932
15589,30879,M,42,5.434,5.42813,239.85,0,0,0,0,0,7726
23887,25093,F,65,5.584,6.32777,299.28,1,0,0,0,0,11955
25129,30259,F,39,6.516,7.1108,321.8,1,0,0,0,0,12556
24186,29968,M,33,6.664,6.9321,303.8,0,0,0,0,0,12094
23447,24649,M,67,6.254,6.621639999999999,293.92,0,0,0,0,0,11746
24185,25658,F,44,6.426,6.8501,303.78,1,0,0,0,0,12093
25866,30989,F,50,7.294,7.74357,342.13,1,0,0,0,0,12918
22492,27243,M,60,5.664,5.89406,283.4,0,0,0,0,0,11274
20696,24578,F,55,5.4239999999999995,5.82913,267.72,1,0,0,0,0,10336
25596,27370,F,52,6.606,6.82877,333.13,1,0,0,0,0,12785
24316,28733,M,25,6.504,6.717389999999999,305.98,0,0,0,0,0,12157
25297,26976,M,42,6.374,6.67615,325.7,0,0,0,0,0,12635
21053,31116,M,51,5.45,5.3504,270.22,0,0,0,0,0,10521
13867,30072,F,29,6.006,5.4926,233.92,1,0,0,0,0,6905
18400,26632,M,19,5.814,5.7281699999999995,253.78,0,0,0,0,0,9173
26303,26942,F,30,8.61,7.8834,361.33,1,0,0,0,0,13148
24487,28632,F,47,6.124,6.65482,309.15,1,0,0,0,0,12251
15103,26331,F,28,5.694,5.556109999999999,238.15,1,0,0,0,0,7487
20393,24428,F,58,5.444,5.62863,265.63,1,0,0,0,0,10180
22139,26049,F,31,5.72,6.0267800000000005,279.68,1,0,0,0,0,11088
22756,28913,M,45,5.9239999999999995,6.2742,285.87,0,0,0,0,0,11402
15842,24488,F,55,5.5360000000000005,5.336180000000001,240.98,1,0,0,0,0,7867
18438,25540,F,39,5.77,5.74144,253.98,1,0,0,0,0,9198
25641,26930,F,45,6.76,7.66063,334.55,1,0,0,0,0,12806
18299,31429,M,43,5.306,5.34898,253.27,0,0,0,0,0,9126
24836,27601,M,54,6.2139999999999995,6.70127,315.8,0,0,0,0,0,12414
22369,25200,M,50,5.586,6.1405400000000006,282.02,0,0,0,0,0,11207
20001,29849,M,28,5.876,5.42387,262.92,0,0,0,0,0,9980
21983,25123,M,81,6.1,6.2154300000000005,278.18,0,0,0,0,0,11006
17146,24366,F,57,5.593999999999999,5.5883400000000005,247.28,1,0,0,0,0,8553
26336,25276,M,41,7.14,7.85875,363.73,0,0,0,0,0,13163
21707,24971,F,60,5.9239999999999995,6.17846,275.68,1,0,0,0,0,10867
20382,30681,F,38,6.15,6.15381,265.55,1,0,0,0,0,10173
23928,25762,M,34,6.404,6.5804,299.95,0,0,0,0,0,11976
19836,26892,M,32,5.046,5.16791,262.0,0,0,0,0,0,9908
26017,26390,F,38,7.18,8.11092,348.73,1,0,0,0,0,13001
18630,30108,F,30,6.1739999999999995,5.88316,255.03,1,0,0,0,0,9291
25603,25124,F,70,6.18,6.848210000000001,333.38,1,0,0,0,0,12791
25305,30274,F,42,6.5,7.358689999999999,325.87,1,0,0,0,0,12641
22315,30075,F,41,6.2860000000000005,6.26757,281.4,1,0,0,0,0,11182
20377,24753,F,61,5.236000000000001,5.6025599999999995,265.5,1,0,0,0,0,10170
24958,28634,F,46,6.11,6.3903300000000005,318.22,1,0,0,0,0,12475
19788,30271,F,35,6.066,6.12016,261.67,1,0,0,0,0,9889
24305,29557,F,41,6.336,6.84678,305.87,1,0,0,0,0,12149
17607,31091,M,44,5.436,5.34187,249.72,0,0,0,0,0,8782
15159,29511,M,40,5.494,5.37505,238.33,0,0,0,0,0,7510
23200,30085,F,40,6.803999999999999,6.88565,290.87,1,0,0,0,0,11624
25998,29558,F,33,7.646,7.84359,347.9,1,0,0,0,0,12990
16548,24272,F,55,5.07,5.46131,244.38,1,0,0,0,0,8232
22989,27941,F,53,6.614,6.6486600000000005,288.45,1,0,0,0,0,11523
22690,28110,F,45,6.614,6.58988,285.37,1,0,0,0,0,11371
23539,28519,F,50,6.066,6.49129,294.98,1,0,0,0,0,11791
25314,31332,F,26,7.29,7.4369,326.07,1,0,0,0,0,12645
14726,31057,M,20,5.386,5.1499,236.87,0,0,0,0,0,7310
24802,29295,F,46,6.684,7.17242,314.92,1,0,0,0,0,12399
10578,24680,M,28,5.44,5.1973,223.0,0,0,0,0,0,5212
24655,29223,F,33,6.3660000000000005,7.041119999999999,312.05,1,0,0,0,0,12330
25318,25011,F,61,6.83,7.21555,326.13,1,0,0,0,0,12648
25827,26570,M,49,6.22,6.91788,340.7,0,0,0,0,0,12903
16185,24148,F,67,5.526,5.59403,242.65,1,0,0,0,0,8041
