,Bib,M/F,"X1, Age","X2, 5K Pace","X3, Half Pace","Y, Official Time","X4, Gender","X5, Wave: Elite","X6, Wave: One","X7, Wave: Two","X8, Wave: Three",Index
4384,10152,F,26,4.666,4.6797,198.75,1,0,0,1,0,2158
5068,11051,F,34,4.724,4.7541199999999995,201.93,1,0,0,1,0,2509
6193,10397,F,45,4.593999999999999,4.57969,206.75,1,0,0,1,0,3041
8507,12056,M,55,4.704,4.84086,215.53,0,0,0,1,0,4162
10551,11660,M,48,4.84,4.93187,222.88,0,0,0,1,0,5199
12011,14763,F,31,4.9639999999999995,5.07027,227.75,1,0,0,1,0,5955
12468,10289,M,52,4.816,4.896319999999999,229.12,0,0,0,1,0,6193
18045,14115,M,51,5.086,5.42481,251.83,0,0,0,1,0,8994
9555,14616,F,51,4.794,5.11435,219.3,1,0,0,1,0,4697
10540,13594,M,51,4.784,4.9603,222.83,0,0,0,1,0,5188
9411,13257,F,40,4.906000000000001,4.96125,218.85,1,0,0,1,0,4615
9683,11738,M,52,4.896,4.98069,219.77,0,0,0,1,0,4761
12715,8786,M,45,4.32,4.67686,230.0,0,0,0,1,0,6323
11714,11671,F,26,4.734,4.91528,226.77,1,0,0,1,0,5794
11579,13926,M,51,4.854,5.09681,226.3,0,0,0,1,0,5724
6646,13030,F,22,4.644,4.61808,208.48,1,0,0,1,0,3256
7830,12016,M,47,4.803999999999999,4.85271,213.02,0,0,0,1,0,3834
5608,10286,F,31,4.45,4.51949,204.47,1,0,0,1,0,2765
2446,9741,M,57,4.59,4.35265,187.97,0,0,0,1,0,1203
4922,12613,F,52,4.696000000000001,4.62045,201.28,1,0,0,1,0,2440
16053,9774,M,49,4.55,4.66975,242.03,0,0,0,1,0,7966
11539,12677,M,59,5.124,5.23664,226.17,0,0,0,1,0,5708
12498,12221,F,49,4.744,5.127619999999999,229.18,1,0,0,1,0,6208
15216,14781,F,39,5.11,5.23759,238.52,1,0,0,1,0,7542
6907,8555,M,54,4.496,4.47826,209.42,0,0,0,1,0,3377
22534,9422,M,55,4.754,5.43429,283.88,0,0,0,1,0,11294
5990,11070,M,46,4.716,4.61808,206.03,0,0,0,1,0,2942
8603,15238,F,30,5.0,5.01244,215.9,1,0,0,1,0,4214
2509,9391,F,31,4.23,4.27065,188.4,1,0,0,1,0,1232
11009,15450,F,54,4.984,5.02192,224.42,1,0,0,1,0,5436
8135,9271,M,56,4.67,4.67496,214.18,0,0,0,1,0,3986
14456,12433,M,47,4.8660000000000005,4.85224,235.9,0,0,0,1,0,7192
13716,14148,M,51,4.956,5.20062,233.38,0,0,0,1,0,6832
7773,9785,F,23,4.654,4.6451,212.8,1,0,0,1,0,3807
20412,9375,M,45,4.496,4.94988,265.73,0,0,0,1,0,10186
16763,9849,F,31,4.593999999999999,5.26271,245.4,1,0,0,1,0,8354
21506,12251,M,55,5.54,5.97085,274.2,0,0,0,1,0,10774
11974,15103,F,19,5.034,5.23664,227.65,1,0,0,1,0,5932
7567,11375,M,48,4.83,4.896319999999999,212.02,0,0,0,1,0,3697
7817,10610,M,45,4.836,4.80057,212.98,0,0,0,1,0,3829
11650,8045,M,56,4.456,4.66643,226.55,0,0,0,1,0,5762
13013,12854,M,57,5.07,5.09681,230.97,0,0,0,1,0,6479
24982,15554,M,65,6.25,7.023110000000001,318.58,0,0,0,1,0,12486
16336,12928,M,52,5.196000000000001,5.3575099999999996,243.43,0,0,0,1,0,8125
7005,11464,F,31,5.12,4.83091,209.83,1,0,0,1,0,3420
14256,9066,M,49,5.016,5.0788,235.18,0,0,0,1,0,7098
7092,9532,F,34,4.66,4.68444,210.2,1,0,0,1,0,3466
7197,10978,M,56,4.71,4.7977300000000005,210.62,0,0,0,1,0,3523
18162,15486,F,31,5.04,5.58028,252.4,1,0,0,1,0,9060
7320,9434,F,25,4.486000000000001,4.60955,211.2,1,0,0,1,0,3585
3265,8170,M,45,4.5360000000000005,4.4247,192.8,0,0,0,1,0,1605
10087,12110,F,40,4.896,4.93044,221.25,1,0,0,1,0,4964
7944,11231,F,48,5.02,5.04657,213.45,1,0,0,1,0,3896
14645,15155,F,36,4.91,4.9731,236.53,1,0,0,1,0,7269
18721,12143,F,41,5.206,5.31912,255.62,1,0,0,1,0,9342
3107,14953,F,25,4.196000000000001,4.37256,191.73,1,0,0,1,0,1525
11007,13416,M,50,4.744,4.93803,224.42,0,0,0,1,0,5434
8212,13357,F,32,4.914,4.97832,214.43,1,0,0,1,0,4028
13016,13466,F,41,4.796,4.9058,230.98,1,0,0,1,0,6480
12992,15461,M,60,4.966,5.04325,230.9,0,0,0,1,0,6466
10112,14397,M,52,5.046,5.127619999999999,221.35,0,0,0,1,0,4981
12645,14120,M,59,5.084,5.13189,229.75,0,0,0,1,0,6279
21014,14088,F,28,5.3260000000000005,5.57791,269.97,1,0,0,1,0,10499
4275,10839,F,31,4.71,4.69961,198.17,1,0,0,1,0,2094
11544,12489,F,47,4.614,4.86551,226.18,1,0,0,1,0,5712
15666,11010,M,51,5.06,5.16791,240.18,0,0,0,1,0,7774
10088,13777,F,47,4.96,5.05415,221.25,1,0,0,1,0,4965
18247,10500,M,56,4.726,4.95936,252.87,0,0,0,1,0,9103
10029,11433,M,62,4.73,4.71999,221.0,0,0,0,1,0,4937
8022,10084,M,47,4.796,4.8584,213.77,0,0,0,1,0,3930
17337,10012,F,46,4.984,5.29352,248.33,1,0,0,1,0,8656
4658,11813,F,28,4.75,4.65221,200.02,1,0,0,1,0,2298
18325,13621,M,54,4.896,5.29779,253.4,0,0,0,1,0,9138
5790,9783,F,51,4.646,4.6579,205.25,1,0,0,1,0,2843
7294,14473,F,48,4.886,4.8560300000000005,211.12,1,0,0,1,0,3573
7452,9337,M,48,4.77,4.71241,211.65,0,0,0,1,0,3641
4045,8927,M,49,4.6160000000000005,4.6086,197.08,0,0,0,1,0,1982
4194,9270,M,47,4.34,4.31236,197.8,0,0,0,1,0,2053
9085,13822,M,58,5.0360000000000005,5.069319999999999,217.57,0,0,0,1,0,4458
15489,15550,M,62,5.564,5.5347800000000005,239.48,0,0,0,1,0,7671
13741,11196,F,24,4.794,5.02998,233.47,1,0,0,1,0,6844
10559,12463,M,53,5.053999999999999,4.94135,222.9,0,0,0,1,0,5201
7815,8538,M,57,4.836,4.9261800000000004,212.97,0,0,0,1,0,3827
5694,10818,M,47,4.75,4.817159999999999,204.87,0,0,0,1,0,2806
5237,8544,M,42,4.544,4.56595,202.75,0,0,0,1,0,2589
5060,8979,M,45,4.476,4.59059,201.9,0,0,0,1,0,2507
16152,12072,F,28,4.7860000000000005,5.0944400000000005,242.47,1,0,0,1,0,8025
7980,13573,F,35,4.9,4.90674,213.62,1,0,0,1,0,3910
8356,14448,F,24,4.99,5.04704,214.98,1,0,0,1,0,4094
7244,12700,M,55,4.726,4.78256,210.85,0,0,0,1,0,3545
7824,9967,M,45,4.886,4.87641,213.02,0,0,0,1,0,3836
16687,13463,M,50,5.23,5.36177,245.03,0,0,0,1,0,8316
13060,12719,F,29,5.026,5.08591,231.12,1,0,0,1,0,6502
6297,12665,M,54,4.814,4.74559,207.13,0,0,0,1,0,3085
4571,10212,M,45,4.78,4.74843,199.58,0,0,0,1,0,2255
19170,12295,M,45,4.974,4.92855,257.95,0,0,0,1,0,9560
5842,12597,F,29,4.776,4.7256800000000005,205.45,1,0,0,1,0,2875
9902,10824,M,45,4.78,5.06695,220.52,0,0,0,1,0,4873
12501,10176,M,45,4.8839999999999995,5.07311,229.2,0,0,0,1,0,6209
8688,8479,F,34,4.456,4.62946,216.2,1,0,0,1,0,4260
24816,8529,M,46,4.56,7.4241,315.12,0,0,0,1,0,12405
10753,12714,F,26,5.06,4.9731,223.55,1,0,0,1,0,5303
25726,14660,M,50,4.934,5.141369999999999,337.12,0,0,0,1,0,12845
11648,14509,M,51,4.916,5.0077,226.55,0,0,0,1,0,5764
17819,10924,M,58,4.966,5.24138,250.75,0,0,0,1,0,8889
12704,8396,M,43,4.796,4.85461,229.97,0,0,0,1,0,6314
14868,9846,F,36,5.156000000000001,5.28404,237.33,1,0,0,1,0,7387
12787,11377,M,47,4.754,4.86408,230.22,0,0,0,1,0,6353
7930,11049,F,44,4.836,4.84513,213.38,1,0,0,1,0,3887
14528,8266,M,41,5.154,5.1845,236.18,0,0,0,1,0,7222
13474,11485,M,45,5.046,4.93044,232.65,0,0,0,1,0,6711
4201,10071,M,52,4.58,4.5019599999999995,197.82,0,0,0,1,0,2058
14302,15072,F,28,5.02,5.11672,235.32,1,0,0,1,0,7120
11495,10934,F,42,4.8839999999999995,5.19351,225.98,1,0,0,1,0,5679
16226,11170,M,49,4.916,4.942769999999999,242.83,0,0,0,1,0,8071
8994,15130,F,39,4.886,4.94514,217.25,1,0,0,1,0,4406
12797,12773,M,54,5.02,5.06126,230.27,0,0,0,1,0,6363
17418,9089,M,48,4.66,4.86693,248.7,0,0,0,1,0,8696
7653,10719,F,29,4.55,4.70814,212.37,1,0,0,1,0,3745
15475,14914,F,21,4.96,5.2461199999999995,239.43,1,0,0,1,0,7668
5733,12330,M,48,4.87,4.73658,205.03,0,0,0,1,0,2818
10343,13353,M,70,4.95,5.03472,222.17,0,0,0,1,0,5089
10718,13517,F,21,5.0360000000000005,5.16554,223.47,1,0,0,1,0,5288
6069,10645,M,45,4.38,4.520919999999999,206.28,0,0,0,1,0,2978
15775,13146,M,58,5.1339999999999995,5.461790000000001,240.63,0,0,0,1,0,7829
5653,9914,M,59,4.776,4.73137,204.65,0,0,0,1,0,2790
7725,9777,F,46,4.766,4.94229,212.63,1,0,0,1,0,3780
3803,8058,M,40,4.444,4.46356,195.72,0,0,0,1,0,1869
9500,9478,M,45,4.704,4.68444,219.12,0,0,0,1,0,4668
12779,10991,M,54,5.006,5.52909,230.2,0,0,0,1,0,6351
16192,14472,M,52,5.064,5.250859999999999,242.68,0,0,0,1,0,8045
2244,9939,F,29,4.156000000000001,4.23131,186.57,1,0,0,1,0,1112
13505,12788,M,53,4.754,4.83565,232.72,0,0,0,1,0,6725
9103,14699,F,28,5.026,5.02809,217.67,1,0,0,1,0,4467
10484,13394,M,63,4.8660000000000005,5.011019999999999,222.67,0,0,0,1,0,5163
9625,14477,F,37,4.904,5.16981,219.52,1,0,0,1,0,4738
19609,14459,M,56,4.956,5.199669999999999,260.57,0,0,0,1,0,9796
16660,12215,F,20,4.434,4.85934,244.92,1,0,0,1,0,8302
8706,13477,M,55,4.876,4.965990000000001,216.27,0,0,0,1,0,4267
10389,9210,M,45,4.756,5.13331,222.28,0,0,0,1,0,5109
11174,13395,F,42,4.846,5.081169999999999,224.92,1,0,0,1,0,5523
4041,9420,M,54,4.524,4.4877400000000005,197.02,0,0,0,1,0,1980
18206,15273,F,26,4.97,5.34044,252.6,1,0,0,1,0,9082
5764,8503,M,43,4.446000000000001,4.61524,205.15,0,0,0,1,0,2833
6993,9692,M,61,4.65,4.77687,209.78,0,0,0,1,0,3413
9105,14030,M,62,5.056,5.07311,217.68,0,0,0,1,0,4469
16855,12015,M,50,4.9,5.00059,245.77,0,0,0,1,0,8402
21067,11554,F,33,5.0360000000000005,5.22005,270.32,1,0,0,1,0,10528
12563,11788,M,45,4.544,4.71004,229.47,0,0,0,1,0,6238
10335,10686,F,25,4.584,4.9356599999999995,222.13,1,0,0,1,0,5088
4447,13932,F,27,4.553999999999999,4.6024400000000005,199.05,1,0,0,1,0,2187
4169,13443,F,22,4.664,4.58111,197.65,1,0,0,1,0,2041
14347,11646,M,46,4.98,5.12004,235.5,0,0,0,1,0,7140
16110,9616,M,51,4.794,5.01861,242.28,0,0,0,1,0,8003
15679,10160,M,49,4.7860000000000005,5.20536,240.22,0,0,0,1,0,7783
6884,13526,F,43,4.95,4.94846,209.37,1,0,0,1,0,3370
7126,14728,M,54,5.016,4.9295,210.33,0,0,0,1,0,3486
8722,12170,M,45,4.636,4.9167,216.33,0,0,0,1,0,4278
4460,11389,M,45,4.51,4.52186,199.12,0,0,0,1,0,2197
11548,13172,M,50,4.84,4.92333,226.2,0,0,0,1,0,5713
14711,11027,M,49,4.74,4.85271,236.82,0,0,0,1,0,7305
6550,12706,M,50,4.736000000000001,4.760280000000001,208.15,0,0,0,1,0,3201
10350,15019,M,57,5.016,5.10013,222.18,0,0,0,1,0,5091
10682,10916,F,27,4.936,5.02666,223.38,1,0,0,1,0,5266
4480,9721,M,48,4.556,4.49579,199.2,0,0,0,1,0,2212
16742,13839,F,27,5.006,5.00676,245.3,1,0,0,1,0,8342
3687,9905,F,30,4.654,4.58964,195.07,1,0,0,1,0,1813
4828,10639,F,24,4.724,4.71004,200.85,1,0,0,1,0,2388
8995,10634,M,58,4.926,4.9878,217.27,0,0,0,1,0,4409
6610,11517,M,47,4.716,4.7162,208.33,0,0,0,1,0,3233
18305,15371,M,55,5.013999999999999,5.4779,253.33,0,0,0,1,0,9129
17189,10097,F,46,5.666,5.78742,247.57,1,0,0,1,0,8576
6215,8267,F,45,4.32,4.5977,206.83,1,0,0,1,0,3049
15738,8079,M,44,4.5360000000000005,4.99017,240.47,0,0,0,1,0,7808
13847,13089,M,51,4.87,4.87593,233.85,0,0,0,1,0,6896
18212,12366,F,46,5.226,5.4082300000000005,252.67,1,0,0,1,0,9087
20723,10587,F,34,5.216,5.87368,267.88,1,0,0,1,0,10351
12492,14823,F,32,4.986000000000001,4.9295,229.17,1,0,0,1,0,6205
10080,8814,M,50,4.22,4.44223,221.22,0,0,0,1,0,4959
14233,13092,M,46,4.944,5.0456199999999995,235.12,0,0,0,1,0,7086
5267,11140,M,48,4.676,4.64984,202.9,0,0,0,1,0,2605
4998,13478,F,33,4.63,4.69345,201.6,1,0,0,1,0,2478
9569,11627,M,46,4.766,4.71478,219.33,0,0,0,1,0,4705
11416,11964,M,61,5.186,5.23048,225.73,0,0,0,1,0,5643
4720,9409,M,46,4.44,4.4981599999999995,200.32,0,0,0,1,0,2334
9178,9065,F,32,4.78,4.98969,217.97,1,0,0,1,0,4496
8194,8794,M,49,4.394,4.73658,214.37,0,0,0,1,0,4021
9980,10930,M,45,4.794,4.89726,220.78,0,0,0,1,0,4913
9562,13858,M,57,4.53,4.8347,219.32,0,0,0,1,0,4703
10645,8895,M,54,4.86,4.8693,223.25,0,0,0,1,0,5249
8155,8465,F,42,4.47,4.6654800000000005,214.27,1,0,0,1,0,4001
10706,11884,F,23,4.736000000000001,4.832330000000001,223.43,1,0,0,1,0,5279
10486,10074,F,33,4.864,4.97452,222.67,1,0,0,1,0,5162
2990,9923,M,51,4.516,4.47589,191.0,0,0,0,1,0,1469
13686,13860,M,53,4.9639999999999995,5.01861,233.28,0,0,0,1,0,6811
10148,8886,M,46,4.526,4.7162,221.48,0,0,0,1,0,4998
10495,11729,M,48,5.086,5.11909,222.7,0,0,0,1,0,5165
12575,12166,M,54,4.916,5.11103,229.5,0,0,0,1,0,6243
10632,13955,F,40,5.0,5.01955,223.17,1,0,0,1,0,5240
14945,12984,F,40,4.77,5.18545,237.62,1,0,0,1,0,7420
3842,8772,F,31,4.394,4.40574,195.92,1,0,0,1,0,1887
13824,13631,M,30,4.84,4.88304,233.78,0,0,0,1,0,6878
12466,14108,F,26,5.15,5.1262,229.1,1,0,0,1,0,6189
9612,14385,F,43,4.93,4.85224,219.48,1,0,0,1,0,4729
13645,14891,F,35,5.21,5.26935,233.15,1,0,0,1,0,6798
4360,10252,M,46,4.6,4.57495,198.65,0,0,0,1,0,2145
5363,8953,F,27,4.85,4.80152,203.37,1,0,0,1,0,2641
15155,12178,M,51,5.064,5.20062,238.32,0,0,0,1,0,7504
17475,9290,M,54,4.666,4.705769999999999,249.07,0,0,0,1,0,8730
10515,12293,M,47,4.766,4.82996,222.77,0,0,0,1,0,5174
17397,11093,M,60,4.8660000000000005,5.10345,248.6,0,0,0,1,0,8686
13449,11446,F,25,4.85,5.20299,232.57,1,0,0,1,0,6694
12804,14249,F,35,5.156000000000001,5.28025,230.28,1,0,0,1,0,6366
9787,14087,F,27,4.9239999999999995,5.10724,220.12,1,0,0,1,0,4815
16940,15196,F,28,5.13,5.37884,246.22,1,0,0,1,0,8449
10482,13283,M,53,4.896,5.19872,222.65,0,0,0,1,0,5160
6978,10261,F,29,5.4239999999999995,4.97452,209.7,1,0,0,1,0,3403
14202,11024,M,46,5.08,5.2295300000000005,235.02,0,0,0,1,0,7073
10223,15434,F,30,5.22,5.12004,221.73,1,0,0,1,0,5036
9753,12378,M,46,4.896,4.9214400000000005,219.98,0,0,0,1,0,4795
26034,10882,M,60,6.794,7.848330000000001,349.1,0,0,0,1,0,13009
6306,8620,F,25,4.606,4.65695,207.17,1,0,0,1,0,3092
9071,14835,F,34,4.77,4.85271,217.53,1,0,0,1,0,4452
6502,11794,M,46,4.9,4.86645,207.97,0,0,0,1,0,3177
12359,14206,F,53,4.696000000000001,4.950819999999999,228.75,1,0,0,1,0,6137
12268,14405,F,33,5.046,5.1134,228.5,1,0,0,1,0,6089
8124,9118,M,49,4.794,4.8347,214.13,0,0,0,1,0,3983
8342,12313,F,31,4.68,4.72805,214.95,1,0,0,1,0,4084
18356,10664,M,50,4.754,5.13189,253.6,0,0,0,1,0,9154
3774,9438,F,25,4.606,4.59438,195.52,1,0,0,1,0,1857
10553,13131,F,40,4.79,4.91622,222.88,1,0,0,1,0,5197
5333,12755,F,24,4.77,4.72331,203.22,1,0,0,1,0,2630
9032,8269,M,45,4.526,4.480630000000001,217.38,0,0,0,1,0,4429
10691,14793,M,55,4.85,4.965990000000001,223.4,0,0,0,1,0,5270
9820,8414,F,30,4.4239999999999995,4.69961,220.23,1,0,0,1,0,4833
4321,12136,M,57,4.696000000000001,4.64131,198.4,0,0,0,1,0,2124
7176,11289,M,52,4.854,4.85508,210.55,0,0,0,1,0,3511
23183,11772,M,52,4.864,5.79927,290.55,0,0,0,1,0,11614
4770,14389,F,29,4.7,4.7256800000000005,200.55,1,0,0,1,0,2359
17463,14034,M,58,4.9239999999999995,5.14184,248.98,0,0,0,1,0,8718
9028,8389,M,47,4.66,4.713830000000001,217.37,0,0,0,1,0,4427
14275,8530,M,42,4.624,4.8773599999999995,235.25,0,0,0,1,0,7107
8123,13326,M,51,4.846,4.85934,214.13,0,0,0,1,0,3979
4732,12631,F,40,4.644,4.655530000000001,200.38,1,0,0,1,0,2342
17429,13229,M,52,4.984,5.0290300000000006,248.77,0,0,0,1,0,8704
6975,11342,M,46,4.776,4.72331,209.7,0,0,0,1,0,3406
21779,13393,F,29,4.876,5.71632,276.32,1,0,0,1,0,10902
18307,14695,M,55,5.67,5.74855,253.33,0,0,0,1,0,9130
4287,11643,M,57,4.494,4.52044,198.22,0,0,0,1,0,2100
11326,9340,F,41,4.724,4.83944,225.4,1,0,0,1,0,5606
8757,15337,F,28,4.75,4.8072099999999995,216.43,1,0,0,1,0,4294
9004,13530,M,50,4.774,4.78967,217.3,0,0,0,1,0,4417
9732,11105,M,47,4.85,4.99585,219.92,0,0,0,1,0,4781
15862,15587,F,58,4.994,5.31912,241.1,1,0,0,1,0,7874
15168,10757,M,47,4.386,4.74796,238.37,0,0,0,1,0,7516
19612,12642,M,50,5.246,5.60161,260.6,0,0,0,1,0,9798
8634,10695,M,46,4.58,4.70103,216.03,0,0,0,1,0,4232
17112,12128,M,46,5.5360000000000005,5.77936,247.13,0,0,0,1,0,8533
4927,8425,M,44,4.494,4.60386,201.28,0,0,0,1,0,2442
3904,10717,F,38,4.354,4.54651,196.28,1,0,0,1,0,1914
7241,11151,F,27,4.736000000000001,4.86456,210.83,1,0,0,1,0,3543
12301,8337,M,47,5.066,5.05605,228.57,0,0,0,1,0,6109
7740,8299,F,42,4.824,4.88304,212.65,1,0,0,1,0,3784
11652,11307,M,51,4.67,4.80057,226.55,0,0,0,1,0,5763
9106,14944,F,39,4.824,4.947030000000001,217.68,1,0,0,1,0,4468
12961,11934,M,50,5.024,5.05273,230.82,0,0,0,1,0,6452
8521,13681,M,60,4.864,4.96125,215.6,0,0,0,1,0,4172
17647,11414,F,49,4.996,5.16981,249.92,1,0,0,1,0,8803
15604,12756,M,52,5.044,5.2461199999999995,239.92,0,0,0,1,0,7739
16216,10784,M,50,4.9,5.077380000000001,242.78,0,0,0,1,0,8060
19404,11757,M,45,4.836,5.26935,259.22,0,0,0,1,0,9690
16847,12988,F,41,5.234,5.48975,245.75,1,0,0,1,0,8401
10280,8567,M,40,4.334,4.7982,221.95,0,0,0,1,0,5059
11001,11961,M,46,5.01,4.89158,224.38,0,0,0,1,0,5428
9939,8268,M,52,4.656000000000001,4.85982,220.68,0,0,0,1,0,4895
9897,14307,M,59,4.984,4.96836,220.5,0,0,0,1,0,4872
7908,13381,M,50,4.95,4.96125,213.33,0,0,0,1,0,3871
9446,8558,M,48,4.476,4.68302,218.93,0,0,0,1,0,4636
2987,12701,F,39,4.444,4.38915,190.98,1,0,0,1,0,1468
8777,15512,F,36,4.696000000000001,4.93755,216.48,1,0,0,1,0,4302
18286,8970,M,51,4.646,5.07785,253.18,0,0,0,1,0,9119
21838,15362,F,35,5.33,5.7912099999999995,276.82,1,0,0,1,0,10931
22294,13555,F,27,4.856,5.46747,281.17,1,0,0,1,0,11175
13059,12123,M,49,4.994,5.01387,231.12,0,0,0,1,0,6500
7207,11689,M,46,4.93,4.79204,210.65,0,0,0,1,0,3526
2996,8805,M,55,4.3,4.40431,191.02,0,0,0,1,0,1473
6508,8574,M,45,4.484,4.52803,207.98,0,0,0,1,0,3182
7971,12983,M,60,4.754,4.73042,213.57,0,0,0,1,0,3906
17265,15261,F,44,5.24,5.46605,247.9,1,0,0,1,0,8618
12865,13385,F,24,4.656000000000001,4.81479,230.48,1,0,0,1,0,6402
4995,9740,F,41,4.66,4.6673800000000005,201.58,1,0,0,1,0,2476
4959,10906,M,56,4.644,4.6214,201.42,0,0,0,1,0,2455
16866,12830,F,53,5.26,5.3741,245.83,1,0,0,1,0,8408
5045,10914,M,59,4.646,4.62282,201.82,0,0,0,1,0,2497
8866,9852,M,51,4.486000000000001,4.48631,216.82,0,0,0,1,0,4341
23859,15582,M,69,5.71,6.236759999999999,298.88,0,0,0,1,0,11938
5232,9746,F,34,4.48,4.47352,202.73,1,0,0,1,0,2584
21334,14773,F,28,4.77,5.43192,272.62,1,0,0,1,0,10678
11624,13754,M,56,5.0760000000000005,5.12525,226.47,0,0,0,1,0,5750
10970,12137,F,31,4.904,4.98874,224.28,1,0,0,1,0,5413
5919,14853,M,56,4.94,4.94514,205.75,0,0,0,1,0,2912
20418,11595,M,52,5.224,5.53715,265.78,0,0,0,1,0,10190
11338,15454,F,27,5.48,5.44946,225.47,1,0,0,1,0,5613
10761,11545,M,49,4.886,4.91765,223.58,0,0,0,1,0,5312
22766,14593,F,38,5.056,5.11103,286.02,1,0,0,1,0,11408
8960,12760,M,53,4.856,4.91148,217.13,0,0,0,1,0,4385
4757,8002,F,24,4.146,4.32184,200.5,1,0,0,1,0,2354
8954,13909,M,52,5.3,5.11435,217.12,0,0,0,1,0,4383
5406,9162,M,49,4.65,4.6744900000000005,203.57,0,0,0,1,0,2661
9954,14102,M,52,5.13,5.00439,220.72,0,0,0,1,0,4900
12392,15331,M,55,4.934,4.93898,228.87,0,0,0,1,0,6154
3105,11453,F,38,4.57,4.56215,191.7,1,0,0,1,0,1523
11906,14702,F,31,5.1339999999999995,5.15606,227.43,1,0,0,1,0,5895
20934,13750,M,54,4.91,5.4926,269.43,0,0,0,1,0,10457
13307,14064,M,58,5.144,5.0503599999999995,232.0,0,0,0,1,0,6623
22519,11672,M,53,4.806,5.31201,283.72,0,0,0,1,0,11285
12303,12774,M,52,5.29,5.28831,228.57,0,0,0,1,0,6110
14134,8912,F,46,4.906000000000001,5.22432,234.77,1,0,0,1,0,7035
7678,14039,F,35,5.044,4.99254,212.47,1,0,0,1,0,3757
18233,13742,F,43,4.97,5.38784,252.78,1,0,0,1,0,9097
12585,11257,M,49,4.526,4.8347,229.53,0,0,0,1,0,6248
10692,9345,M,45,4.746,4.9968,223.42,0,0,0,1,0,5271
19777,13944,F,45,5.15,5.72722,261.6,1,0,0,1,0,9885
